snapshot_date,project_id,dataset_name,table_name,table_type,storage_last_modified_time,total_logical_tb,project_logical_tb,percentage_of_project_logical_tb,billing_model,last_queried,storage_last_modified_date,cost_per_month,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_data_access_20240513,BASE TABLE,2024-05-13 14:02:31.211000 UTC, 0.00000000556065 , 0.00007940586511 , 0.00700282101211 ,LOGICAL,< 2025-09-03,13/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_data_access_20240510,BASE TABLE,2024-05-10 16:52:44.548000 UTC, 0.00000000555883 , 0.00007940586511 , 0.00700053026268 ,LOGICAL,< 2025-09-03,10/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240521,BASE TABLE,2024-05-21 12:33:37.925000 UTC, 0.00000000555247 , 0.00007940586511 , 0.00699251263967 ,LOGICAL,< 2025-09-03,21/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240522,BASE TABLE,2024-05-22 12:31:16.858000 UTC, 0.00000000555065 , 0.00007940586511 , 0.00699022189024 ,LOGICAL,< 2025-09-03,22/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240523,BASE TABLE,2024-05-23 12:31:19.227000 UTC, 0.00000000555065 , 0.00007940586511 , 0.00699022189024 ,LOGICAL,< 2025-09-03,23/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240517,BASE TABLE,2024-05-17 12:34:07.941000 UTC, 0.00000000554701 , 0.00007940586511 , 0.00698564039137 ,LOGICAL,< 2025-09-03,17/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240607,BASE TABLE,2024-06-07 12:40:44.007000 UTC, 0.00000000554337 , 0.00007940586511 , 0.00698105889251 ,LOGICAL,< 2025-09-03,07/06/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240622,BASE TABLE,2024-06-22 14:57:49.944000 UTC, 0.00000000552063 , 0.00007940586511 , 0.00695242452462 ,LOGICAL,< 2025-09-03,22/06/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240708,BASE TABLE,2024-07-08 14:59:10.721000 UTC, 0.00000000549153 , 0.00000008364623 , 6.56518429922800 ,LOGICAL,< 2025-09-03,08/07/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240607,BASE TABLE,2024-06-07 15:54:29.812000 UTC, 0.00000000548062 , 0.00000008364623 , 6.55213656627161 ,LOGICAL,< 2025-09-03,07/06/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240507,BASE TABLE,2024-05-07 17:03:53.021000 UTC, 0.00000000547880 , 0.00000008364623 , 6.54996194411221 ,LOGICAL,< 2025-09-03,07/05/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240522,BASE TABLE,2024-05-22 11:48:35.417000 UTC, 0.00000000547880 , 0.00000008364623 , 6.54996194411221 ,LOGICAL,< 2025-09-03,22/05/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240703,BASE TABLE,2024-07-03 16:45:37.294000 UTC, 0.00000000547880 , 0.00000008364623 , 6.54996194411221 ,LOGICAL,< 2025-09-03,03/07/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_data_access_20240301,BASE TABLE,2024-03-01 10:20:04.095000 UTC, 0.00000000546697 , 0.00007940586511 , 0.00688484741639 ,LOGICAL,< 2025-09-03,01/03/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_data_access_20240229,BASE TABLE,2024-02-29 18:30:42.939000 UTC, 0.00000000546515 , 0.00007940586511 , 0.00688255666696 ,LOGICAL,< 2025-09-03,29/02/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240430,BASE TABLE,2024-04-30 13:52:25.487000 UTC, 0.00000000546515 , 0.00000008364623 , 6.53365227791671 ,LOGICAL,< 2025-09-03,30/04/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240502,BASE TABLE,2024-05-02 14:58:38.053000 UTC, 0.00000000546333 , 0.00000008364623 , 6.53147765575731 ,LOGICAL,< 2025-09-03,02/05/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-dev-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240708,BASE TABLE,2024-07-08 15:00:07.253000 UTC, 0.00000000543969 , 0.00000300604643 , 0.18095821018080 ,LOGICAL,< 2025-09-03,08/07/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20240807,BASE TABLE,2024-08-07 11:09:35.691000 UTC, 0.00000000542877 , 0.00007940586511 , 0.00683674167833 ,LOGICAL,< 2025-09-03,07/08/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-dev-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240607,BASE TABLE,2024-06-07 15:56:03.514000 UTC, 0.00000000542514 , 0.00000300604643 , 0.18047412200777 ,LOGICAL,< 2025-09-03,07/06/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-dev-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240507,BASE TABLE,2024-05-07 17:03:41.037000 UTC, 0.00000000542332 , 0.00000300604643 , 0.18041361098614 ,LOGICAL,< 2025-09-03,07/05/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-dev-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240522,BASE TABLE,2024-05-22 11:48:30.475000 UTC, 0.00000000542332 , 0.00000300604643 , 0.18041361098614 ,LOGICAL,< 2025-09-03,22/05/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-dev-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240703,BASE TABLE,2024-07-03 16:45:37.728000 UTC, 0.00000000542332 , 0.00000300604643 , 0.18041361098614 ,LOGICAL,< 2025-09-03,03/07/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-dev-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240430,BASE TABLE,2024-04-30 13:52:21.760000 UTC, 0.00000000541149 , 0.00000300604643 , 0.18002028934555 ,LOGICAL,< 2025-09-03,30/04/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-dev-ops,audit_log_sink_proc,cloudaudit_googleapis_com_activity_20240502,BASE TABLE,2024-05-02 14:58:32.199000 UTC, 0.00000000540786 , 0.00000300604643 , 0.17989926730229 ,LOGICAL,< 2025-09-03,02/05/2024, $0.00 ,
03/11/2025,bt-con-market-dev-data,cons_ccn_market_marketing_campaigns_stg,w_unica_con_conv_campaign_his_stg,BASE TABLE,2025-07-28 12:07:01.936000 UTC, 0.00000000534874 , 0.00278397035345 , 0.00019212626796 ,LOGICAL,< 2025-09-03,28/07/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20250708,BASE TABLE,2025-07-08 11:41:54.208000 UTC, 0.00000000534510 , 0.00007940586511 , 0.00673136720448 ,LOGICAL,< 2025-09-03,08/07/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_data_access_20240415,BASE TABLE,2024-04-15 17:47:18.906000 UTC, 0.00000000523323 , 0.00007940586511 , 0.00659048611444 ,LOGICAL,< 2025-09-03,15/04/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20241106,BASE TABLE,2024-11-06 16:38:19.230000 UTC, 0.00000000520049 , 0.00007940586511 , 0.00654925262467 ,LOGICAL,< 2025-09-03,06/11/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20241210,BASE TABLE,2024-12-10 10:20:55.695000 UTC, 0.00000000519140 , 0.00007940586511 , 0.00653779887751 ,LOGICAL,< 2025-09-03,10/12/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20240129,BASE TABLE,2024-01-29 17:27:56.274000 UTC, 0.00000000505679 , 0.00007940586511 , 0.00636828341958 ,LOGICAL,< 2025-09-03,29/01/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_data_access_20240227,BASE TABLE,2024-02-27 10:16:43.380000 UTC, 0.00000000499404 , 0.00007940586511 , 0.00628925256420 ,LOGICAL,< 2025-09-03,27/02/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-data,cons_housekeeping,housekeeping_product_master_audit_logs,BASE TABLE,2024-06-26 16:05:18.070000 UTC, 0.00000000492946 , 0.00000344721138 , 0.14299852067767 ,LOGICAL,< 2025-09-03,26/06/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250727,BASE TABLE,2025-07-27 10:56:45.095000 UTC, 0.00000000492037 , 0.00007940586511 , 0.00619647721222 ,LOGICAL,< 2025-09-03,27/07/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250720,BASE TABLE,2025-07-20 04:35:03.879000 UTC, 0.00000000491582 , 0.00007940586511 , 0.00619075033864 ,LOGICAL,< 2025-09-03,20/07/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20240221,BASE TABLE,2024-02-21 18:42:30.395000 UTC, 0.00000000478849 , 0.00007940586511 , 0.00603039787844 ,LOGICAL,< 2025-09-03,21/02/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20240223,BASE TABLE,2024-02-23 16:22:18.919000 UTC, 0.00000000470845 , 0.00007940586511 , 0.00592960490345 ,LOGICAL,< 2025-09-03,23/02/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20240616,BASE TABLE,2024-06-16 22:21:02.816000 UTC, 0.00000000466116 , 0.00007940586511 , 0.00587004541823 ,LOGICAL,< 2025-09-03,16/06/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20241211,BASE TABLE,2024-12-11 13:57:56.713000 UTC, 0.00000000461660 , 0.00007940586511 , 0.00581392205716 ,LOGICAL,< 2025-09-03,11/12/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240627,BASE TABLE,2024-06-27 07:47:09.026000 UTC, 0.00000000444561 , 0.00007940586511 , 0.00559859161060 ,LOGICAL,< 2025-09-03,27/06/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240603,BASE TABLE,2024-06-03 13:31:17.654000 UTC, 0.00000000443470 , 0.00007940586511 , 0.00558484711401 ,LOGICAL,< 2025-09-03,03/06/2024, $0.00 ,
03/11/2025,bt-con-market-test-data,cons_ccn_market_ops,bq_audit_log,BASE TABLE,2023-09-07 09:43:16.339000 UTC, 0.00000000418549 , 0.00000939644087 , 0.04454340397557 ,LOGICAL,< 2025-09-03,07/09/2023, $0.00 ,
03/11/2025,bt-con-market-dev-data,cons_ccn_market_insights_stats_rw,csp_ipinfo_mapping_hist_bkp,BASE TABLE,2025-05-23 06:18:45.418000 UTC, 0.00000000412092 , 0.00278397035345 , 0.00014802314574 ,LOGICAL,< 2025-09-03,23/05/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20240508,BASE TABLE,2024-05-08 16:17:57.893000 UTC, 0.00000000405362 , 0.00007940586511 , 0.00510493510811 ,LOGICAL,< 2025-09-03,08/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20250813,BASE TABLE,2025-08-13 17:06:30.119000 UTC, 0.00000000400996 , 0.00007940586511 , 0.00504995712175 ,LOGICAL,< 2025-09-03,13/08/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_data_access_20240515,BASE TABLE,2024-05-15 14:31:11.078000 UTC, 0.00000000391447 , 0.00007940586511 , 0.00492969277660 ,LOGICAL,< 2025-09-03,15/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250824,BASE TABLE,2025-08-24 13:34:12.323000 UTC, 0.00000000388809 , 0.00007940586511 , 0.00489647690984 ,LOGICAL,< 2025-09-03,24/08/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250816,BASE TABLE,2025-08-16 13:34:51.711000 UTC, 0.00000000388718 , 0.00007940586511 , 0.00489533153513 ,LOGICAL,< 2025-09-03,16/08/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250817,BASE TABLE,2025-08-17 13:34:28.624000 UTC, 0.00000000388445 , 0.00007940586511 , 0.00489189541098 ,LOGICAL,< 2025-09-03,17/08/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250823,BASE TABLE,2025-08-23 13:34:43.361000 UTC, 0.00000000388445 , 0.00007940586511 , 0.00489189541098 ,LOGICAL,< 2025-09-03,23/08/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20240902,BASE TABLE,2024-09-02 14:19:43.827000 UTC, 0.00000000384443 , 0.00007940586511 , 0.00484149892349 ,LOGICAL,< 2025-09-03,02/09/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-dev-ops,audit_log_sink_proc,cloudfunction_logger_20240503,BASE TABLE,2024-05-03 12:41:20.109000 UTC, 0.00000000372347 , 0.00000300604643 , 0.12386606127407 ,LOGICAL,< 2025-09-03,03/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20240129,BASE TABLE,2024-01-29 14:04:24.245000 UTC, 0.00000000370892 , 0.00007940586511 , 0.00467083809084 ,LOGICAL,< 2025-09-03,29/01/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250831,BASE TABLE,2025-08-31 14:56:11.869000 UTC, 0.00000000369619 , 0.00007940586511 , 0.00465480284482 ,LOGICAL,< 2025-09-03,31/08/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20250707,BASE TABLE,2025-07-07 08:38:51.431000 UTC, 0.00000000366344 , 0.00007940586511 , 0.00461356935505 ,LOGICAL,< 2025-09-03,07/07/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240617,BASE TABLE,2024-06-17 14:01:16.527000 UTC, 0.00000000364525 , 0.00007940586511 , 0.00459066186074 ,LOGICAL,< 2025-09-03,17/06/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20240206,BASE TABLE,2024-02-06 16:25:42.417000 UTC, 0.00000000361979 , 0.00007940586511 , 0.00455859136869 ,LOGICAL,< 2025-09-03,06/02/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20240430,BASE TABLE,2024-04-30 16:14:40.825000 UTC, 0.00000000360524 , 0.00007940586511 , 0.00454026537324 ,LOGICAL,< 2025-09-03,30/04/2024, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-dev-ops,audit_log_sink_proc,monitoring_googleapis_com_ViolationAutoResolveEventv1_20240604,BASE TABLE,2024-06-04 17:52:29.491000 UTC, 0.00000000356067 , 0.00000300604643 , 0.11845032483829 ,LOGICAL,< 2025-09-03,04/06/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_data_access_20231014,BASE TABLE,2023-10-14 03:01:17.030000 UTC, 0.00000000350065 , 0.00007940586511 , 0.00440854728093 ,LOGICAL,< 2025-09-03,14/10/2023, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_data_access_20231016,BASE TABLE,2023-10-16 03:01:14.315000 UTC, 0.00000000349883 , 0.00007940586511 , 0.00440625653150 ,LOGICAL,< 2025-09-03,16/10/2023, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20241010,BASE TABLE,2024-10-10 14:52:52.625000 UTC, 0.00000000348336 , 0.00007940586511 , 0.00438678516133 ,LOGICAL,< 2025-09-03,10/10/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20231011,BASE TABLE,2023-10-11 05:26:47.272000 UTC, 0.00000000341242 , 0.00007940586511 , 0.00429744593350 ,LOGICAL,< 2025-09-03,11/10/2023, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240516,BASE TABLE,2024-05-16 13:04:38.444000 UTC, 0.00000000332602 , 0.00007940586511 , 0.00418863533551 ,LOGICAL,< 2025-09-03,16/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20230912,BASE TABLE,2023-09-12 05:12:19.963000 UTC, 0.00000000326872 , 0.00007940586511 , 0.00411647672841 ,LOGICAL,< 2025-09-03,12/09/2023, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240124,BASE TABLE,2024-01-24 12:06:38.900000 UTC, 0.00000000323507 , 0.00007940586511 , 0.00407409786393 ,LOGICAL,< 2025-09-03,24/01/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20240606,BASE TABLE,2024-06-06 16:17:09.346000 UTC, 0.00000000321415 , 0.00007940586511 , 0.00404775424547 ,LOGICAL,< 2025-09-03,06/06/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20231017,BASE TABLE,2023-10-17 05:24:32.009000 UTC, 0.00000000320597 , 0.00007940586511 , 0.00403744587303 ,LOGICAL,< 2025-09-03,17/10/2023, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20231015,BASE TABLE,2023-10-15 05:34:55.963000 UTC, 0.00000000318414 , 0.00007940586511 , 0.00400995687985 ,LOGICAL,< 2025-09-03,15/10/2023, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20231013,BASE TABLE,2023-10-13 04:21:30.847000 UTC, 0.00000000318232 , 0.00007940586511 , 0.00400766613042 ,LOGICAL,< 2025-09-03,13/10/2023, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250809,BASE TABLE,2025-08-09 13:34:48.872000 UTC, 0.00000000309137 , 0.00007940586511 , 0.00389312865884 ,LOGICAL,< 2025-09-03,09/08/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250810,BASE TABLE,2025-08-10 13:34:14.999000 UTC, 0.00000000308955 , 0.00007940586511 , 0.00389083790941 ,LOGICAL,< 2025-09-03,10/08/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250719,BASE TABLE,2025-07-19 04:26:59.625000 UTC, 0.00000000308773 , 0.00007940586511 , 0.00388854715998 ,LOGICAL,< 2025-09-03,19/07/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250802,BASE TABLE,2025-08-02 04:02:50.805000 UTC, 0.00000000308773 , 0.00007940586511 , 0.00388854715998 ,LOGICAL,< 2025-09-03,02/08/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20250803,BASE TABLE,2025-08-03 04:00:30.652000 UTC, 0.00000000308773 , 0.00007940586511 , 0.00388854715998 ,LOGICAL,< 2025-09-03,03/08/2025, $0.00 ,
03/11/2025,bt-con-digital-dp-test-data,cons_housekeeping,housekeeping_product_master_table_list,BASE TABLE,2024-06-26 16:05:10.661000 UTC, 0.00000000305772 , 0.00000344721138 , 0.08870129640559 ,LOGICAL,< 2025-09-03,26/06/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240509,BASE TABLE,2024-05-09 12:18:04.708000 UTC, 0.00000000302316 , 0.00007940586511 , 0.00380722555516 ,LOGICAL,< 2025-09-03,09/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20231122,BASE TABLE,2023-11-22 16:58:30.898000 UTC, 0.00000000301043 , 0.00007940586511 , 0.00379119030914 ,LOGICAL,< 2025-09-03,22/11/2023, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-dev-ops,audit_log_sink_proc,cloudfunction_logger_20240522,BASE TABLE,2024-05-22 14:35:35.745000 UTC, 0.00000000298405 , 0.00000300604643 , 0.09926833098198 ,LOGICAL,< 2025-09-03,22/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20231021,BASE TABLE,2023-10-21 05:00:17.512000 UTC, 0.00000000295677 , 0.00007940586511 , 0.00372361320091 ,LOGICAL,< 2025-09-03,21/10/2023, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20231027,BASE TABLE,2023-10-27 12:32:16.608000 UTC, 0.00000000290765 , 0.00007940586511 , 0.00366176296626 ,LOGICAL,< 2025-09-03,27/10/2023, $0.00 ,
03/11/2025,bt-con-market-dev-data,cons_ccn_market_marketing_campaigns_stg,test_parquet_prd_sample,BASE TABLE,2022-07-05 09:44:11.873000 UTC, 0.00000000290675 , 0.00278397035345 , 0.00010441005822 ,LOGICAL,< 2025-09-03,05/07/2022, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20231012,BASE TABLE,2023-10-12 17:03:16.478000 UTC, 0.00000000283944 , 0.00007940586511 , 0.00357585986258 ,LOGICAL,< 2025-09-03,12/10/2023, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20240328,BASE TABLE,2024-03-28 12:00:38.942000 UTC, 0.00000000282125 , 0.00007940586511 , 0.00355295236826 ,LOGICAL,< 2025-09-03,28/03/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20240424,BASE TABLE,2024-04-24 20:05:41.376000 UTC, 0.00000000277032 , 0.00007940586511 , 0.00348881138418 ,LOGICAL,< 2025-09-03,24/04/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20231221,BASE TABLE,2023-12-21 05:30:27.327000 UTC, 0.00000000275486 , 0.00007940586511 , 0.00346934001401 ,LOGICAL,< 2025-09-03,21/12/2023, $0.00 ,
03/11/2025,bt-con-market-dev-data,cons_ccn_market_ops,x_ccn_wlms2_master,BASE TABLE,2022-05-02 04:49:44.123000 UTC, 0.00000000273212 , 0.00278397035345 , 0.00009813761417 ,LOGICAL,< 2025-09-03,02/05/2022, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_activity_20231013,BASE TABLE,2023-10-13 12:50:08.491000 UTC, 0.00000000270211 , 0.00007940586511 , 0.00340290828050 ,LOGICAL,< 2025-09-03,13/10/2023, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_data,cloudaudit_googleapis_com_data_access_20240429,BASE TABLE,2024-04-29 10:35:17.249000 UTC, 0.00000000269029 , 0.00007940586511 , 0.00338801840920 ,LOGICAL,< 2025-09-03,29/04/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,cloudaudit_googleapis_com_data_access_20231106,BASE TABLE,2023-11-06 11:42:11.529000 UTC, 0.00000000265027 , 0.00007940586511 , 0.00333762192170 ,LOGICAL,< 2025-09-03,06/11/2023, $0.00 ,
03/11/2025,bt-con-ga360-an-ext-dev-ops,audit_log_sink_proc,inhouse_survey_logger_20240501,BASE TABLE,2024-05-01 14:22:44.250000 UTC, 0.00000000259570 , 0.00000300604643 , 0.08634922786424 ,LOGICAL,< 2025-09-03,01/05/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240514,BASE TABLE,2024-05-14 14:31:15.788000 UTC, 0.00000000257387 , 0.00007940586511 , 0.00324141044558 ,LOGICAL,< 2025-09-03,14/05/2024, $0.00 ,
03/11/2025,bt-con-market-dev-data,cons_ccn_market_marketing_campaigns_rw,unica_con_conv_campaign_purge,BASE TABLE,2024-09-19 07:59:25.003000 UTC, 0.00000000253203 , 0.00278397035345 , 0.00009095043870 ,LOGICAL,< 2025-09-03,19/09/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20230914,BASE TABLE,2023-09-14 05:20:30.705000 UTC, 0.00000000252112 , 0.00007940586511 , 0.00317497871207 ,LOGICAL,< 2025-09-03,14/09/2023, $0.00 ,
03/11/2025,bt-con-market-dev-data,cons_ccn_market_marketing_campaigns_rw,unica_con_conv_history_amend_backup,BASE TABLE,2024-08-27 10:43:49.517000 UTC, 0.00000000247746 , 0.00278397035345 , 0.00008899029993 ,LOGICAL,< 2025-09-03,27/08/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240612,BASE TABLE,2024-06-12 11:29:02.400000 UTC, 0.00000000244108 , 0.00007940586511 , 0.00307418573708 ,LOGICAL,< 2025-09-03,12/06/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240618,BASE TABLE,2024-06-18 09:17:11.875000 UTC, 0.00000000243017 , 0.00007940586511 , 0.00306044124049 ,LOGICAL,< 2025-09-03,18/06/2024, $0.00 ,
03/11/2025,bt-con-digital-dp-test-ops,audit_log_sink_proc,operations_20240619,BASE TABLE,2024-06-19 09:16:52.402000 UTC, 0.00000000243017 , 0.00007940586511 , 0.00306044124049 ,LOGICAL,< 2025-09-03,19/06/2024, $0.00 ,
